Point_ID,Latitude,Longitude,Elevation,Slope,Aspect,Curvature,TRI,TPI,Annual_Precipitation,Monsoon_Precipitation,Max_Daily_Precipitation,Antecedent_Rainfall_7d,Antecedent_Rainfall_15d,Antecedent_Rainfall_30d,Mean_Temperature,Min_Temperature,Max_Temperature,Temperature_Range,Lithology,Fault_Density,Distance_to_Fault,NDVI,Land_Use,Forest_Cover,Distance_to_Road,Road_Density,Slope_Precipitation,Elevation_Slope,Aspect_Relief,Susceptibility_Score,Susceptibility_Class
P_003608,16.142577,85.010635,8257.86,3.88,83.05,0.2701,46.84,4.48,468.2,341.0,22.1,132.3,87.9,228.6,15.9,13.2,18.7,5.6,4,0.251,277.3,0.706,2,0.045,833.5,0.354,1.82,3.62,0.2681,-0.18,0
P_003609,18.115616,73.946085,7952.11,13.71,51.58,-0.0403,25.98,2.44,76.1,56.5,38.9,69.9,115.7,111.8,7.7,-1.0,16.5,17.5,2,0.24,2662.9,0.722,1,0.575,385.2,0.288,1.04,12.32,-0.0316,2.99,2
P_003610,11.564727,78.435319,7200.74,1.1,265.87,0.1181,36.87,-3.7,336.2,229.4,71.9,77.2,81.8,382.8,8.1,-4.3,20.6,24.9,1,0.867,1165.5,0.61,2,0.127,231.6,0.152,0.37,0.9,-0.1178,3.1,2
P_003611,8.23435,93.931833,4816.92,1.49,80.15,-0.0315,3.57,-3.6,1352.2,859.4,11.4,1.5,53.4,15.3,7.9,-4.2,20.0,24.2,1,0.771,2069.3,0.662,4,0.136,399.8,0.547,2.02,0.81,-0.0311,2.83,2
P_003612,16.768372,74.014946,3136.59,6.72,236.17,-0.1421,29.55,15.81,2387.0,1491.1,50.8,124.7,115.4,23.4,18.2,6.9,29.4,22.5,2,0.227,2716.4,0.585,2,0.121,431.2,0.646,16.03,2.38,0.118,5.4,3
P_003613,18.535959,96.728208,3623.47,33.51,5.74,0.0019,35.98,21.14,4000.0,2766.3,99.0,247.7,70.7,19.5,28.6,16.7,40.4,23.7,3,1.039,498.9,0.303,1,0.529,193.3,0.121,134.03,13.72,0.0002,8.11,4
P_003614,35.374196,78.915461,4842.07,8.24,203.1,-0.1104,16.59,14.26,2237.4,1757.0,96.0,203.0,35.3,645.0,32.0,25.1,38.9,13.8,4,0.235,326.6,0.203,7,0.268,144.6,0.355,18.44,4.51,0.0433,3.79,2
P_003615,33.187896,73.064008,747.58,10.31,320.75,0.0631,8.75,17.19,1629.6,1307.4,158.4,13.2,80.2,264.2,24.2,17.0,31.4,14.4,3,0.231,201.6,0.512,1,0.302,1925.0,0.032,16.79,0.87,-0.0399,3.29,2
P_003616,25.951689,92.652033,5076.85,22.55,24.08,0.027,8.31,-18.9,911.8,549.6,59.0,30.5,56.6,111.9,14.3,5.2,23.4,18.3,5,0.452,723.8,0.744,1,0.408,4173.1,0.48,20.56,12.94,0.011,1.23,1
P_003617,17.779941,89.380222,1949.04,36.16,175.43,-0.1548,0.84,0.68,4000.0,3300.7,77.0,40.1,181.8,194.1,5.5,-5.0,15.9,21.0,1,0.387,1471.8,0.685,2,0.315,32.1,0.197,144.66,7.97,-0.0123,9.1,4
P_003618,20.597011,82.676415,2298.4,8.65,140.66,0.0468,16.57,-7.5,452.8,282.1,128.6,110.3,271.3,482.6,9.8,6.0,13.6,7.6,8,0.008,4312.8,0.54,2,0.334,187.1,1.039,3.92,2.25,0.0297,2.14,1
P_003619,14.007349,85.549312,3146.02,28.17,305.46,-0.0147,34.92,-11.49,625.2,479.2,279.9,29.9,287.3,430.3,33.4,29.9,36.9,7.0,2,0.727,3408.9,0.466,4,0.454,572.4,0.096,17.61,10.02,0.012,3.18,2
P_003620,25.994608,70.429461,5301.8,53.39,213.68,0.049,26.7,-9.59,56.4,37.0,9.3,96.8,34.3,145.2,8.2,5.1,11.4,6.2,8,0.252,1393.1,0.234,2,0.217,1257.1,0.521,3.01,31.99,-0.0272,3.91,2
P_003621,32.751122,88.091975,5328.52,4.12,9.4,0.1255,26.15,-3.11,105.1,77.0,46.4,27.1,17.6,326.5,7.6,5.0,10.3,5.2,6,0.307,84.8,0.626,2,0.003,2119.0,0.267,0.43,2.48,0.0205,0.8,0
P_003622,12.260784,75.84669,2596.63,14.07,349.88,-0.0542,48.46,-5.93,297.9,199.3,238.9,106.4,73.5,110.9,19.3,13.6,25.0,11.4,1,0.036,1550.7,0.418,2,0.216,190.8,0.221,4.19,4.13,0.0095,5.2,3
P_003623,27.602081,92.528518,7575.71,6.15,151.68,0.0717,18.71,-14.15,3148.6,2220.2,56.5,109.8,136.2,8.6,13.8,4.2,23.4,19.1,3,0.036,4563.1,0.511,7,0.098,7.1,0.97,19.36,5.26,0.034,5.76,4
P_003624,36.760686,78.957374,1881.81,2.67,93.99,0.1469,35.5,-7.71,865.4,621.9,35.7,82.8,190.8,421.9,24.4,19.8,29.0,9.2,3,0.205,1808.3,0.427,2,0.307,1864.2,0.458,2.31,0.57,0.1466,3.28,2
P_003625,29.578651,77.093287,2893.18,1.1,96.97,0.2107,27.38,-1.14,1525.6,1123.1,36.0,63.0,184.1,165.7,23.4,16.8,30.0,13.1,4,0.21,355.2,0.659,5,0.283,135.8,0.111,1.68,0.36,0.2091,4.36,3
P_003626,35.285727,77.296934,5209.78,14.39,78.25,-0.0342,13.44,2.19,977.7,729.1,66.0,318.5,56.7,14.3,14.9,4.2,25.6,21.5,6,0.36,1201.1,0.553,1,0.274,288.2,0.258,14.07,8.47,-0.0335,2.57,2
P_003627,20.334134,70.861958,6590.33,9.53,93.18,-0.1951,38.5,-15.36,1678.2,1062.6,119.7,4.8,30.1,105.6,25.3,15.9,34.6,18.7,8,0.396,3525.4,0.603,3,0.164,518.7,0.13,16.0,7.1,-0.1948,2.37,1
P_003628,17.785243,82.644508,6214.1,10.28,354.76,-0.0218,37.03,-5.9,1949.4,1683.2,37.9,59.9,33.1,113.1,26.1,23.1,29.1,6.0,5,0.128,502.0,0.276,2,0.049,213.6,1.06,20.04,7.22,0.002,3.55,2
P_003629,28.507109,94.014058,2175.07,17.0,255.48,-0.065,28.76,-1.42,1504.9,986.0,175.2,95.5,265.4,143.2,17.7,13.5,22.0,8.5,8,1.181,328.4,0.897,1,0.199,375.2,0.436,25.58,4.18,0.063,5.64,4
P_003630,15.954376,95.811832,1425.05,14.14,165.64,-0.0071,5.96,-21.6,673.7,585.9,8.3,82.4,303.7,685.1,10.2,0.3,20.1,19.8,6,0.396,1101.0,0.242,6,0.047,1059.6,1.183,9.52,2.28,-0.0018,2.55,2
P_003631,25.177341,68.734935,8482.01,1.56,86.25,0.0865,36.09,10.4,652.8,466.4,44.4,31.8,44.1,69.3,16.6,5.1,28.0,22.9,8,1.115,456.6,0.689,1,0.198,2191.6,0.781,1.02,1.49,0.0863,0.9,0
P_003632,16.543507,70.627628,1031.58,2.85,237.89,-0.1545,6.7,-9.15,1010.2,711.3,38.2,21.6,193.0,855.3,22.4,15.4,29.3,13.8,3,0.259,537.1,0.516,2,0.23,1843.9,0.456,2.88,0.33,0.1309,3.51,2
P_003633,8.895668,84.263335,2723.83,10.98,104.44,-0.0528,9.06,8.07,564.5,461.5,69.6,2.0,560.4,42.2,19.1,7.1,31.1,24.0,2,0.107,533.4,0.388,3,0.106,1437.8,0.665,6.2,3.38,-0.0511,3.79,2
P_003634,17.775487,87.483651,1779.73,4.29,344.68,0.147,27.2,-3.65,2.0,1.5,38.8,10.2,47.6,53.6,31.5,28.7,34.3,5.6,6,0.282,5.2,0.826,6,0.015,283.7,0.616,0.01,0.86,-0.0388,1.99,1
P_003635,36.692306,84.281402,481.93,2.28,323.55,0.1507,3.54,-3.57,1519.1,975.4,9.9,33.2,0.6,297.2,34.1,24.7,43.6,18.9,8,0.07,551.6,0.615,4,0.027,1341.4,0.035,3.47,0.12,-0.0895,1.7,1
P_003636,11.236602,85.658081,5262.59,2.79,94.72,0.0132,26.96,-9.48,673.8,422.4,43.4,15.6,261.0,316.8,7.4,2.6,12.1,9.5,3,0.251,3492.7,0.567,1,0.612,1015.7,0.026,1.88,1.66,0.0132,0.89,0
P_003637,18.011179,68.7949,6448.03,10.37,249.13,0.1023,43.89,3.44,983.7,726.6,236.1,21.4,204.0,387.1,33.7,30.3,37.2,6.9,8,0.722,276.4,0.721,4,0.143,1895.9,0.861,10.2,7.56,-0.0956,0.73,0
P_003638,14.320048,87.113423,7346.44,34.54,153.88,0.0239,14.83,4.04,501.3,321.6,23.8,45.3,195.8,146.6,17.6,13.8,21.4,7.6,6,0.021,2760.9,0.77,5,0.143,142.2,1.939,17.32,28.68,0.0105,4.31,3
P_003639,17.262505,85.24823,5557.71,12.58,208.61,-0.1146,42.48,-0.4,191.0,164.0,41.1,4.5,26.2,1149.5,8.8,0.5,17.2,16.7,2,0.798,3163.1,0.471,1,0.855,77.8,0.109,2.4,7.9,0.0549,2.79,2
P_003640,34.318565,78.868223,2092.15,19.05,242.43,0.0963,13.77,-6.94,513.0,345.5,52.4,67.7,264.8,45.5,12.7,5.4,20.1,14.7,1,0.657,662.7,0.764,3,0.034,63.2,0.366,9.77,4.51,-0.0853,5.68,4
P_003641,16.820245,91.370587,4331.09,1.26,215.28,-0.0728,0.65,-10.33,4000.0,2692.6,56.5,29.7,16.6,26.0,32.8,29.3,36.2,6.9,7,0.392,1131.5,0.565,1,0.413,871.6,0.067,5.04,0.62,0.042,1.54,1
P_003642,31.194377,77.632859,831.4,15.99,299.0,0.0764,34.12,-0.31,1177.5,831.4,18.7,33.3,634.8,420.5,22.8,17.1,28.5,11.4,3,0.164,340.8,0.553,1,0.281,167.2,0.129,18.83,1.5,-0.0668,4.66,3
P_003643,10.731259,81.688989,6002.94,2.27,280.45,-0.0973,21.44,-9.96,689.1,511.9,17.5,156.6,39.1,435.3,33.0,22.1,43.8,21.8,6,0.077,2844.8,0.706,2,0.363,728.3,1.071,1.56,1.54,0.0956,-0.1,0
P_003644,29.665979,93.612819,1271.73,3.35,261.33,0.1647,8.51,4.69,920.1,761.0,19.2,93.8,454.0,935.1,24.6,21.9,27.3,5.5,4,0.035,9163.1,0.808,3,0.092,530.3,0.25,3.08,0.48,-0.1628,1.47,1
P_003645,12.650397,87.134172,621.58,40.74,21.25,-0.1624,27.58,-6.74,30.3,22.1,70.1,164.6,544.4,45.9,21.6,15.1,28.1,13.0,5,0.892,1830.1,0.756,3,0.059,2650.7,0.201,1.23,2.86,-0.0589,2.92,2
P_003646,10.977805,82.325117,3970.1,28.46,287.93,0.126,33.48,-17.67,766.8,516.2,114.6,231.0,292.0,169.9,5.1,-2.3,12.5,14.8,4,0.335,202.9,0.462,2,0.194,333.9,1.169,21.82,12.77,-0.1199,2.7,2
P_003647,24.611379,93.517207,8117.01,21.96,87.72,-0.1132,22.84,-7.11,858.5,602.3,103.0,50.3,243.7,718.0,9.8,0.2,19.5,19.3,2,0.722,1675.7,0.752,3,0.005,821.6,0.48,18.85,20.15,-0.1131,3.66,2
P_003648,17.40471,81.034314,6627.25,7.44,102.54,-0.0026,34.73,-5.01,408.9,351.6,6.2,46.7,269.1,1396.1,16.3,6.4,26.2,19.8,5,1.381,1390.7,0.426,3,0.176,208.1,0.341,3.04,5.58,-0.0025,2.91,2
P_003649,11.29125,82.999147,7267.24,9.92,118.06,-0.0365,42.84,-9.36,595.3,390.2,109.7,263.1,615.7,292.5,21.9,16.3,27.4,11.1,2,0.362,352.9,0.641,2,0.002,81.2,0.017,5.9,8.14,-0.0322,3.01,2
P_003650,15.796366,78.432087,6605.77,19.33,167.16,0.0504,32.46,-4.27,514.8,443.4,85.2,0.1,406.4,301.5,32.7,22.5,42.9,20.4,1,0.209,747.1,0.441,3,0.202,216.4,0.774,9.95,14.43,0.0112,5.21,3
P_003651,32.8276,82.564317,8734.28,5.25,263.41,0.118,20.8,8.13,336.2,242.5,10.5,11.9,230.6,1702.3,25.0,21.2,28.9,7.7,4,0.463,2660.9,0.461,1,0.641,803.5,0.182,1.76,5.18,-0.1172,1.27,1
P_003652,22.94389,77.668706,1599.44,9.46,152.96,0.0979,6.42,-15.24,4000.0,2654.5,47.4,51.4,2.0,95.6,21.5,15.5,27.5,12.0,7,0.559,340.7,0.77,1,0.502,339.9,0.687,37.82,1.71,0.0445,4.35,3
P_003653,22.087803,90.995158,5248.67,12.22,136.86,0.2055,16.15,4.03,31.0,23.0,41.8,33.4,18.5,73.8,26.2,21.5,30.9,9.4,3,0.008,373.1,0.825,6,0.088,573.9,0.066,0.38,7.25,0.1405,2.03,1
P_003654,33.02984,69.428383,6194.02,56.9,318.88,0.0059,45.32,-2.21,315.9,254.8,53.3,35.2,105.4,191.5,25.9,23.2,28.6,5.4,8,0.076,757.0,0.224,2,0.112,248.1,0.627,17.98,39.83,-0.0039,4.39,3
P_003655,28.891623,82.182014,1134.9,10.76,96.16,0.0896,33.46,19.21,787.6,652.4,294.8,196.8,245.7,112.6,22.1,13.3,30.9,17.7,6,0.108,1455.1,0.529,4,0.302,1555.4,0.642,8.47,1.38,0.0891,2.19,1
P_003656,32.004835,83.054538,4450.83,6.65,177.57,0.0489,34.86,-10.45,2554.7,1553.8,136.4,190.1,215.0,570.3,23.0,14.8,31.2,16.5,5,0.003,3597.4,0.848,2,0.037,164.7,0.575,16.99,3.35,0.0021,5.11,3
P_003657,19.544912,94.269796,5777.37,0.01,157.45,0.023,48.35,0.81,1301.9,873.6,19.4,50.3,106.7,490.9,7.3,4.3,10.2,5.9,4,0.432,980.3,0.897,5,0.089,309.1,0.022,0.02,0.01,0.0088,1.17,1
P_003658,36.137953,72.082327,8710.37,9.25,59.69,-0.0205,13.29,15.69,1500.6,998.6,11.0,244.5,120.3,177.9,23.8,15.8,31.8,16.0,7,0.086,1201.1,0.561,3,0.353,1002.1,0.07,13.87,9.1,-0.0177,2.37,1
P_003659,34.663843,68.551871,5687.02,18.29,215.09,-0.1121,21.38,20.01,0.1,0.0,25.0,1.1,5.3,1789.1,8.3,3.4,13.1,9.7,1,0.36,2664.0,0.901,1,0.751,1393.6,0.332,0.0,11.76,0.0644,1.91,1
P_003660,28.928346,85.460323,1458.47,90.0,278.05,0.0978,46.41,4.92,1034.7,803.5,1.2,53.6,142.1,106.7,15.8,9.6,21.9,12.3,3,1.559,1771.2,0.694,5,0.194,193.5,0.554,93.12,14.84,-0.0968,7.89,4
P_003661,18.549248,83.224333,6516.93,12.47,262.8,-0.0097,47.71,-4.5,1721.2,1282.2,61.7,2.7,69.2,933.5,19.9,7.9,31.9,24.1,2,0.899,39.5,0.746,2,0.174,557.1,0.291,21.46,9.18,0.0097,3.52,2
P_003662,10.480484,83.227929,5198.59,9.16,319.56,0.1383,21.2,-15.81,2283.8,1516.0,13.7,222.2,126.3,422.3,16.3,10.0,22.5,12.5,1,1.092,3502.2,0.567,2,0.069,358.7,0.129,20.92,5.38,-0.0897,5.35,3
P_003663,15.62978,72.472588,6841.57,54.02,281.48,0.1313,3.14,-6.84,523.7,376.6,0.6,299.8,124.9,1764.3,13.4,1.1,25.7,24.6,5,0.269,3573.2,0.765,3,0.242,2992.5,1.789,28.29,41.77,-0.1287,3.23,2
P_003664,34.384199,82.877228,6688.39,38.29,313.77,-0.1174,45.49,1.19,2061.6,1485.1,31.2,452.8,184.0,74.3,9.9,6.8,13.1,6.3,4,0.014,3395.3,0.742,2,0.102,1088.1,0.067,78.93,28.94,0.0848,6.2,4
P_003665,35.220407,73.318382,5867.73,5.91,252.98,-0.0306,25.95,2.4,495.0,342.6,8.3,112.9,72.1,281.7,5.5,-3.1,14.0,17.1,5,0.032,1520.8,0.476,2,0.149,385.5,0.235,2.92,3.92,0.0292,2.7,2
P_003666,10.101705,80.263704,688.28,17.1,123.61,0.0975,34.41,-13.38,1221.9,1022.2,50.8,290.2,167.0,864.8,33.8,29.7,38.0,8.3,5,0.534,4072.7,0.819,1,0.347,1700.1,0.088,20.9,1.33,0.0812,1.87,1
P_003667,17.97833,88.137451,2920.67,2.16,207.84,0.0022,48.08,7.78,2831.6,2266.8,3.6,106.1,178.8,348.3,15.2,5.1,25.2,20.0,7,0.562,320.2,0.567,2,0.182,716.8,0.324,6.11,0.71,-0.001,3.22,2
P_003668,23.074389,71.314255,6303.99,33.79,284.53,-0.1222,24.32,-0.2,158.6,130.4,6.8,13.1,143.9,110.3,12.2,0.1,24.3,24.2,2,1.259,529.4,0.715,2,0.059,631.5,0.387,5.36,24.08,0.1183,4.27,3
P_003669,10.738135,78.249829,4581.61,2.96,177.39,0.203,6.16,10.08,57.7,35.3,25.5,246.0,190.6,464.8,21.7,11.4,31.9,20.5,3,0.691,5442.1,0.809,4,0.182,184.1,0.708,0.17,1.53,0.0092,2.99,2
P_003670,32.577839,85.846674,1515.93,10.4,91.11,-0.1518,27.64,-14.62,507.5,393.0,55.8,26.7,160.1,777.4,29.3,25.0,33.7,8.7,3,0.782,739.6,0.896,5,0.283,5774.7,0.337,5.28,1.78,-0.1518,3.92,2
P_003671,28.674857,85.81206,1281.3,0.49,264.72,-0.0951,17.45,2.07,333.7,298.8,13.8,1.1,459.6,87.3,23.9,19.0,28.8,9.8,3,0.258,939.9,0.805,2,0.309,1714.0,0.61,0.16,0.07,0.0947,1.97,1
P_003672,35.687172,86.753738,3386.25,10.1,262.91,0.0468,44.25,6.16,780.9,649.0,119.1,24.8,44.9,458.2,24.0,13.2,34.7,21.6,4,0.648,372.7,0.65,2,0.115,2562.3,0.214,7.89,3.86,-0.0464,0.73,0
P_003673,11.707044,73.741002,113.53,10.32,199.54,-0.1815,10.68,17.47,360.1,255.8,60.9,90.8,141.1,810.6,7.1,-0.6,14.9,15.5,5,0.162,678.4,0.717,2,0.016,704.7,1.368,3.72,0.13,0.0607,1.78,1
P_003674,33.260898,81.519414,669.65,2.4,345.74,0.0652,42.8,-5.56,82.8,54.2,53.8,360.5,173.2,728.1,28.0,22.9,33.1,10.2,4,0.614,777.9,0.627,2,0.247,1309.5,0.202,0.2,0.18,-0.0161,0.58,0
P_003675,18.425013,78.051962,698.06,2.74,235.27,0.0751,15.73,-4.84,440.3,395.5,32.6,77.0,12.2,283.6,17.8,6.6,29.0,22.4,4,1.017,2811.5,0.916,7,0.173,2429.1,0.058,1.21,0.22,-0.0617,-0.49,0
P_003676,29.117965,87.711151,5454.55,15.18,273.78,-0.2189,8.61,0.4,1534.0,1186.8,104.1,88.5,20.1,827.7,8.1,0.4,15.8,15.4,2,0.064,260.8,0.884,5,0.423,1265.1,0.478,23.29,9.36,0.2184,3.76,2
P_003677,14.903048,73.702933,5340.61,4.06,46.79,0.101,48.22,8.38,1462.6,1030.4,7.7,184.2,444.4,80.7,23.9,15.7,32.0,16.3,8,0.522,631.3,0.943,7,0.234,79.4,0.064,5.94,2.45,0.0736,1.31,1
P_003678,26.634719,76.755992,1424.08,0.71,76.15,0.009,34.8,-4.95,85.9,66.6,90.8,90.7,97.3,229.4,17.0,5.5,28.5,22.9,2,0.24,737.1,0.618,1,0.8,1627.7,0.492,0.06,0.11,0.0088,1.41,1
P_003679,28.426464,91.19091,6055.7,5.66,182.28,0.114,0.42,-10.45,584.5,378.5,149.2,127.0,140.0,110.9,5.6,-4.5,15.6,20.1,3,0.047,1711.6,0.734,7,0.024,395.4,0.01,3.31,3.87,-0.0045,3.7,2
P_003680,24.340228,73.23335,657.57,0.06,345.95,0.0159,30.31,5.62,2253.7,1992.2,44.5,12.8,28.2,431.4,7.4,-1.2,16.0,17.2,8,0.002,411.0,0.544,5,0.202,1589.7,0.207,0.14,0.0,-0.0039,3.01,2
P_003681,19.537395,80.855704,5299.29,5.44,160.46,-0.2067,0.35,6.8,377.5,318.9,16.7,172.8,105.2,804.8,16.3,10.8,21.7,10.8,2,0.18,442.1,0.584,1,0.66,3682.6,0.166,2.05,3.26,-0.0691,1.86,1
P_003682,35.71023,95.941584,5629.16,20.53,317.04,0.1982,5.36,10.83,2932.2,2638.6,66.0,23.5,201.2,1823.3,22.6,16.3,29.0,12.7,2,0.215,2663.8,0.485,2,0.19,882.3,0.55,60.19,13.06,-0.1351,5.79,4
P_003683,16.638383,86.867268,5370.56,17.31,83.16,-0.1518,0.14,-5.88,266.5,164.1,32.4,24.5,154.7,25.6,26.3,22.8,29.8,7.0,2,0.518,227.7,0.825,1,0.485,484.3,0.9,4.61,10.5,-0.1507,5.13,3
P_003684,12.004265,82.541723,5065.01,32.41,101.69,0.0831,13.84,-6.07,66.5,50.3,71.2,16.7,287.1,175.1,33.5,30.1,36.8,6.7,2,0.118,4543.8,0.684,3,0.515,351.6,0.185,2.15,18.55,0.0814,5.29,3
P_003685,31.455279,75.504162,2948.65,65.37,61.21,-0.1299,15.99,16.28,171.3,130.1,42.2,116.4,310.2,212.9,21.2,18.0,24.3,6.3,3,0.071,1.4,0.708,1,0.383,1263.3,0.15,11.2,21.78,-0.1138,5.49,3
P_003686,30.489686,73.957314,4254.24,3.55,313.44,0.1463,32.27,-2.28,46.9,42.0,86.7,43.5,97.0,184.5,24.7,18.7,30.7,12.0,2,0.156,3175.3,0.903,1,0.136,486.3,0.371,0.17,1.71,-0.1063,3.46,2
P_003687,18.243559,71.304835,1331.57,4.22,0.44,0.0918,44.06,11.25,145.8,114.4,64.0,93.4,87.9,157.9,9.2,-3.1,21.4,24.4,1,0.574,4333.1,0.466,3,0.134,3026.0,0.649,0.62,0.64,0.0007,3.11,2
P_003688,30.122532,88.616166,7436.76,5.17,357.16,0.0647,4.48,7.42,486.2,328.7,5.9,245.3,188.4,909.0,21.0,9.4,32.6,23.2,8,0.528,1390.2,0.672,3,0.104,166.4,0.321,2.52,4.35,-0.0032,2.52,2
P_003689,33.485876,74.657579,1059.63,8.03,291.96,0.0689,9.77,9.09,1818.8,1223.6,30.4,32.5,120.0,143.8,24.8,14.3,35.3,21.0,1,0.258,314.4,0.325,3,0.231,622.2,0.171,14.6,0.96,-0.0639,4.04,3
P_003690,34.576912,94.060227,7448.7,40.63,267.49,-0.0052,41.2,-24.59,2897.1,2321.0,43.5,223.3,277.3,977.8,31.5,25.7,37.3,11.6,1,0.606,5429.4,0.47,5,0.114,1646.3,1.441,117.72,34.21,0.0052,7.5,4
P_003691,23.302361,82.088057,8336.58,26.69,65.77,0.2105,26.54,5.8,1610.2,1399.7,254.0,45.2,146.6,860.0,18.1,12.0,24.2,12.2,8,0.658,1414.5,0.408,4,0.035,670.7,0.277,42.97,25.14,0.1919,4.27,3
P_003692,11.321965,94.818169,4491.65,0.66,151.01,-0.0815,9.79,-1.57,97.1,63.0,6.1,232.6,299.2,825.0,9.2,-0.0,18.3,18.4,8,1.532,120.2,0.688,2,0.173,1216.8,0.794,0.06,0.34,-0.0395,1.3,1
P_003693,36.270282,84.805302,6781.65,26.88,328.65,0.0823,26.95,0.89,1417.3,998.4,210.1,24.5,59.7,116.0,17.6,7.4,27.8,20.4,8,0.481,1922.4,0.747,1,0.317,202.5,0.425,38.09,20.6,-0.0428,2.78,2
P_003694,11.472724,86.066734,6545.42,12.28,42.29,0.085,0.23,-18.79,242.6,196.5,72.3,164.8,3.7,587.8,9.8,-0.7,20.3,20.9,2,0.14,3009.1,0.697,1,0.43,1576.4,0.252,2.98,9.09,0.0572,1.95,1
P_003695,30.787834,86.113188,3577.78,33.57,158.94,0.0822,45.8,6.45,390.2,257.7,29.7,208.1,79.9,127.7,6.1,-3.4,15.6,19.0,5,0.899,1369.7,0.511,1,0.366,825.7,0.121,13.1,13.58,0.0295,3.12,2
P_003696,25.434714,78.515438,2953.37,18.08,73.11,-0.1129,44.54,1.41,111.5,98.0,394.1,26.8,19.5,12.9,9.4,-2.3,21.0,23.3,6,0.048,6509.1,0.69,1,0.419,3319.6,1.169,2.02,6.03,-0.108,2.31,1
P_003697,16.237521,95.277623,8036.12,41.47,83.43,-0.1088,23.49,-13.68,121.7,103.7,17.6,43.3,186.2,1042.3,26.7,17.8,35.7,17.9,1,0.489,619.2,0.585,3,0.073,962.2,0.569,5.05,37.66,-0.108,6.0,4
P_003698,11.091545,72.261189,1858.91,11.34,151.14,-0.1536,28.55,-9.55,554.9,496.1,169.6,7.3,355.5,410.8,10.6,-0.3,21.4,21.7,5,0.06,3767.1,0.738,5,0.395,1227.5,1.511,6.29,2.38,-0.0742,1.33,1
P_003699,33.531497,87.123345,3786.97,7.97,101.56,-0.0026,5.31,-16.73,504.1,351.4,132.5,293.7,8.3,307.2,24.9,19.9,29.8,9.9,1,0.039,2677.5,0.89,1,0.839,1766.6,0.386,4.02,3.41,-0.0025,0.37,0
P_003700,32.377416,81.272257,5482.44,0.42,282.11,-0.011,23.48,-2.12,348.0,214.9,61.0,50.2,269.3,109.3,19.2,13.1,25.2,12.1,3,1.803,1019.1,0.719,1,0.213,3443.4,0.087,0.15,0.26,0.0108,2.47,1
P_003701,25.487965,77.604977,2359.82,7.92,25.19,-0.037,17.07,1.14,1200.1,1060.9,0.3,148.3,124.7,385.2,15.7,10.3,21.2,10.9,3,0.456,1922.6,0.456,4,0.048,2411.0,0.314,9.51,2.11,-0.0158,4.16,3
P_003702,35.214751,95.1526,2257.18,1.13,186.92,0.0092,34.86,7.14,111.5,78.1,0.3,157.6,17.9,367.6,15.3,8.2,22.4,14.2,2,0.672,804.6,0.926,2,0.328,449.1,0.619,0.13,0.29,-0.0011,2.5,1
P_003703,30.843768,78.757996,4526.6,11.4,210.04,0.0153,48.98,16.62,4000.0,3316.3,89.7,4.5,41.8,454.3,32.1,28.9,35.2,6.3,7,0.103,1179.2,0.587,3,0.01,201.9,0.099,45.62,5.83,-0.0077,5.18,3
P_003704,10.825475,82.111935,7867.48,9.88,112.15,-0.054,13.92,15.04,440.2,375.6,47.8,61.8,518.2,187.8,34.0,30.7,37.2,6.4,1,0.043,177.7,0.395,1,0.582,277.0,0.26,4.35,8.78,-0.05,3.16,2
P_003705,36.219307,96.220153,6308.88,4.05,307.42,0.0009,43.85,-2.91,650.9,438.4,49.2,170.6,221.3,116.5,8.8,3.5,14.0,10.5,1,1.591,917.8,0.59,7,0.231,995.0,0.369,2.63,2.89,-0.0007,1.25,1
P_003706,8.538717,93.111638,3154.53,8.94,124.12,-0.0775,31.62,-35.9,565.4,378.0,25.3,38.8,168.0,518.5,26.5,15.1,37.9,22.8,2,0.35,1958.0,0.824,2,0.149,1190.3,0.247,5.06,3.19,-0.0642,2.51,2
P_003707,34.486004,87.732159,5576.66,3.45,353.2,-0.0528,3.7,-0.4,491.3,300.9,9.2,113.3,83.9,212.3,33.6,24.6,42.5,17.9,2,0.208,5819.6,0.696,4,0.18,30.1,0.988,1.69,2.17,0.0062,2.0,1
P_003708,26.306039,84.801404,4885.65,16.41,29.69,-0.0798,21.08,10.56,50.6,32.5,82.2,45.7,259.9,186.8,31.0,23.6,38.5,14.8,2,0.778,1682.5,0.944,1,0.377,137.9,0.385,0.83,9.06,-0.0395,3.38,2
P_003709,19.874889,79.854451,4790.76,3.95,51.88,-0.06,13.77,12.81,878.5,549.5,124.8,85.9,535.1,1164.7,21.4,13.9,28.8,15.0,2,0.854,5866.0,0.801,1,0.277,1593.1,0.203,3.47,2.14,-0.0472,2.66,2
P_003710,15.433853,94.96716,3201.04,20.64,240.18,-0.0035,32.09,10.32,1838.0,1413.8,18.8,81.9,18.2,312.2,26.0,14.3,37.7,23.4,6,0.134,106.2,0.646,3,0.387,1264.6,0.513,37.94,7.47,0.003,2.59,2
P_003711,19.714568,73.63758,2916.48,12.7,87.76,-0.0925,14.35,-0.68,1478.7,1006.8,45.3,115.0,72.3,230.2,30.3,20.7,39.8,19.1,7,0.102,2236.4,0.754,2,0.006,1262.1,0.629,18.78,4.19,-0.0924,2.16,1
